1757,1422,2,3
1758,1422,3,16
1761,1425,1,0
1762,1425,2,33
1767,1430,1,0
1768,1430,2,23
1769,1431,1,0
1770,1431,2,38
1772,1433,1,0
1773,1433,2,26
1774,1433,3,23
1785,1444,1,0
1786,1444,2,39
1798,1456,1,0
1799,1456,2,4
1808,1465,1,0
1809,1465,2,33
1812,1468,1,0
1813,1468,2,43
1824,1479,1,0
1825,1479,2,10
1826,1480,1,0
1827,1480,2,2
1828,1481,1,0
1829,1481,2,1
1832,1484,1,0
1833,1484,2,6
1835,1486,1,0
1836,1486,2,4
1840,1490,1,0
1841,1490,2,20
1842,1490,3,23
1852,1500,1,0
1853,1500,2,37
1854,1501,1,0
1855,1501,2,7
1860,1506,1,0
1861,1506,2,5
1873,1518,1,0
1874,1518,2,1
1875,1519,1,0
1876,1519,2,10
1877,1520,1,0
1878,1520,2,14
1879,1520,3,18
1884,1525,1,0
1885,1525,2,1
1888,1528,1,0
1889,1528,2,22
1890,1528,3,13
1891,1528,4,8
1892,1528,5,6
1893,1528,6,7
1895,1530,1,0
1896,1530,2,4
1901,1535,1,0
1902,1535,2,1
1904,1537,1,0
1905,1537,2,12
1918,1550,1,0
1919,1550,2,14
1920,1551,1,0
1921,1551,2,9
1934,1564,1,0
1935,1564,2,36
1940,1569,1,0
1941,1569,2,1
1966,1594,1,0
1967,1594,2,49
1969,1596,1,0
1970,1596,2,19
1980,1606,1,0
1981,1606,2,26
1986,1611,1,0
1987,1611,2,23
1988,1611,3,2
1990,1613,1,0
1991,1613,2,3
1992,1613,3,20
1993,1614,1,0
1994,1614,2,5
1998,1618,1,0
1999,1618,2,22
2002,1621,1,0
2003,1621,2,3
2004,1621,3,6
2005,1621,4,14
2006,1621,5,6
2011,1626,1,0
2012,1626,2,20
2024,1638,1,0
2025,1638,2,23
2027,1640,1,0
2028,1640,2,2
2032,1644,1,0
2033,1644,2,4
2042,1653,1,0
2043,1653,2,20
2044,1654,1,0
2045,1654,2,5
2062,1671,1,0
2063,1671,2,1
2081,1689,1,0
2082,1689,2,9
2089,1696,1,0
2090,1696,2,1
2093,1699,1,0
2094,1699,2,3
2095,1699,3,4
2096,1700,1,0
2097,1700,2,1
2102,1705,1,0
2103,1705,2,17
2111,1713,1,0
2112,1713,2,2
2119,1720,1,0
2120,1720,2,11
2135,1735,1,0
2136,1735,2,25
2139,1738,1,0
2140,1738,2,4
2149,1747,1,0
2150,1747,2,40
2155,1752,1,0
2156,1752,2,21
2157,1753,1,0
2158,1753,2,38
2173,1768,1,0
2174,1768,2,1
2177,1771,1,0
2178,1771,2,4
2180,1773,1,0
2181,1773,2,36
2186,1778,1,0
2187,1778,2,9
2188,1778,3,27
2189,1778,4,7
2197,1786,1,0
2198,1786,2,15
2205,1793,1,0
2206,1793,2,30
2215,1802,1,0
2216,1802,2,6
2219,1805,1,0
2220,1805,2,27
2227,1812,1,0
2228,1812,2,25
2236,1820,1,0
2237,1820,2,12
2238,1820,3,3
2239,1821,1,0
2240,1821,2,9
2258,1839,1,0
2259,1839,2,13
2281,1861,1,0
2282,1861,2,21
2289,1868,1,0
2290,1868,2,5
2299,1877,1,0
2300,1877,2,7
2304,1881,1,0
2305,1881,2,8
2309,1885,1,0
2310,1885,2,23
2311,1886,1,0
2312,1886,2,40
2320,1894,1,0
2321,1894,2,12
2331,1904,1,0
2332,1904,2,1
2340,1912,1,0
2341,1912,2,15
2344,1915,1,0
2345,1915,2,4
2346,1915,3,2
2349,1918,1,0
2350,1918,2,11
2362,1930,1,0
2363,1930,2,2
2376,1943,1,0
2377,1943,2,13
2384,1950,1,0
2385,1950,2,12
2397,1962,1,0
2398,1962,2,8
2400,1964,1,0
2401,1964,2,21
2417,1980,1,0
2418,1980,2,21
2419,1980,3,10
2428,1989,1,0
2429,1989,2,17
2441,2001,1,0
2442,2001,2,5
2453,2012,1,0
2454,2012,2,5
2459,2017,1,0
2460,2017,2,2
2461,2017,3,3
2464,2020,1,0
2465,2020,2,11
2470,2025,1,0
2471,2025,2,28
2475,2029,1,0
2476,2029,2,6
2478,2031,1,0
2479,2031,2,40
2498,2050,1,0
2499,2050,2,1
2507,2058,1,0
2508,2058,2,1
2519,2069,1,0
2520,2069,2,6
2526,2075,1,0
2527,2075,2,6
2528,2076,1,0
2529,2076,2,7
2541,2088,1,0
2542,2088,2,12
2554,2100,1,0
2555,2100,2,1
2562,2107,1,0
2563,2107,2,18
2577,2121,1,0
2578,2121,2,42
2591,2134,1,0
2592,2134,2,34
2593,2135,1,0
2594,2135,2,1
2598,2139,1,0
2599,2139,2,1
2600,2140,1,0
2601,2140,2,15
2613,2152,1,0
2614,2152,2,1
2616,2154,1,0
2617,2154,2,19
2618,2154,3,22
2629,2165,1,0
2630,2165,2,7
2647,2182,1,0
2648,2182,2,43
2652,2186,1,0
2653,2186,2,37
2656,2189,1,0
2657,2189,2,6
2658,2189,3,15
2659,2190,1,0
2660,2190,2,3
2678,2208,1,0
2679,2208,2,41
2693,2222,1,0
2694,2222,2,26
2697,2225,1,0
2698,2225,2,28
2709,2236,1,0
2710,2236,2,19
2711,2236,3,17
2717,2242,1,0
2718,2242,2,10
2731,2255,1,0
2732,2255,2,7
2736,2259,1,0
2737,2259,2,16
2740,2262,1,0
2741,2262,2,13
2742,2262,3,9
2743,2263,1,0
2744,2263,2,17
2745,2264,1,0
2746,2264,2,21
2747,2264,3,4
2748,2264,4,2
2749,2264,5,6
2751,2266,1,0
2752,2266,2,34
2753,2266,3,12
2755,2268,1,0
2756,2268,2,3
2770,2282,1,0
2771,2282,2,7
2772,2282,3,9
2773,2282,4,14
2774,2283,1,0
2775,2283,2,28
2776,2283,3,13
2779,2286,1,0
2780,2286,2,6
2788,2294,1,0
2789,2294,2,48
2792,2297,1,0
2793,2297,2,1
2794,2297,3,5
2795,2297,4,19
2802,2304,1,0
2803,2304,2,25
2817,2318,1,0
2818,2318,2,31
2829,2329,1,0
2830,2329,2,8
2831,2329,3,21
2832,2329,4,7
2837,2334,1,0
2838,2334,2,7
2839,2335,1,0
2840,2335,2,1
2854,2349,1,0
2855,2349,2,7
2867,2361,1,0
2868,2361,2,10
2869,2362,1,0
2870,2362,2,9
2884,2376,1,0
2885,2376,2,22
2890,2381,1,0
2891,2381,2,40
2898,2388,1,0
2899,2388,2,1
2917,2406,1,0
2918,2406,2,6
2923,2411,1,0
2924,2411,2,12
2925,2412,1,0
2926,2412,2,42
2928,2414,1,0
2929,2414,2,22
2930,2414,3,24
2936,2420,1,0
2937,2420,2,13
2945,2428,1,0
2946,2428,2,11
2947,2429,1,0
2948,2429,2,4
2951,2432,1,0
2952,2432,2,40
2956,2436,1,0
2957,2436,2,31
2958,2436,3,24
2959,2437,1,0
2960,2437,2,53
2964,2441,1,0
2965,2441,2,23
2968,2444,1,0
2969,2444,2,27
2970,2444,3,14
2977,2451,1,0
2978,2451,2,10
2979,2451,3,21
2981,2453,1,0
2982,2453,2,51
2983,2453,3,2
3000,2470,1,0
3001,2470,2,24
3008,2477,1,0
3009,2477,2,7
3010,2477,3,2
3011,2478,1,0
3012,2478,2,13
3013,2478,3,25
3024,2489,1,0
3025,2489,2,29
3032,2496,1,0
3033,2496,2,18
3039,2502,1,0
3040,2502,2,2
3041,2503,1,0
3042,2503,2,7
3045,2506,1,0
3046,2506,2,9
3047,2506,3,9
3049,2508,1,0
3050,2508,2,25
3053,2511,1,0
3054,2511,2,2
3055,2512,1,0
3056,2512,2,8
3060,2516,1,0
3061,2516,2,4
3062,2516,3,20
3070,2524,1,0
3071,2524,2,2
3076,2529,1,0
3077,2529,2,16
3089,2541,1,0
3090,2541,2,24
3093,2544,1,0
3094,2544,2,8
3095,2544,3,5
3096,2544,4,4
3099,2547,1,0
3100,2547,2,25
3102,2549,1,0
3103,2549,2,6
3104,2550,1,0
3105,2550,2,6
3106,2551,1,0
3107,2551,2,7
3113,2557,1,0
3114,2557,2,13
3120,2563,1,0
3121,2563,2,7
3128,2570,1,0
3129,2570,2,14
3131,2572,1,0
3132,2572,2,26
3133,2573,1,0
3134,2573,2,4
3135,2573,3,9
3136,2573,4,8
3137,2573,5,7
3138,2573,6,15
3143,2578,1,0
3144,2578,2,8
3146,2580,1,0
3147,2580,2,1
3148,2581,1,0
3149,2581,2,38
3152,2584,1,0
3153,2584,2,13
3154,2585,1,0
3155,2585,2,30
3160,2590,1,0
3161,2590,2,28
3162,2590,3,15
3166,2594,1,0
3167,2594,2,27
3176,2603,1,0
3177,2603,2,3
3178,2603,3,2
3179,2603,4,13
3180,2603,5,24
3182,2605,1,0
3183,2605,2,46
3190,2612,1,0
3191,2612,2,3
3192,2612,3,9
3203,2623,1,0
3204,2623,2,45
3208,2627,1,0
3209,2627,2,4
3211,2629,1,0
3212,2629,2,4
3213,2629,3,3
3215,2631,1,0
3216,2631,2,9
3222,2637,1,0
3223,2637,2,38
3230,2644,1,0
3231,2644,2,17
3235,2648,1,0
3236,2648,2,17
3237,2648,3,22
3239,2650,1,0
3240,2650,2,2
3242,2652,1,0
3243,2652,2,10
3248,2657,1,0
3249,2657,2,10
3251,2659,1,0
3252,2659,2,2
3256,2663,1,0
3257,2663,2,12
3258,2663,3,30
3259,2663,4,12
3262,2666,1,0
3263,2666,2,4
3269,2672,1,0
3270,2672,2,3
3277,2679,1,0
3278,2679,2,3
3280,2681,1,0
3281,2681,2,36
3282,2681,3,12
3284,2683,1,0
3285,2683,2,34
3286,2684,1,0
3287,2684,2,2
3290,2687,1,0
3291,2687,2,7
3304,2700,1,0
3305,2700,2,13
3306,2700,3,14
3315,2709,1,0
3316,2709,2,3
3319,2712,1,0
3320,2712,2,17
3321,2712,3,11
3322,2712,4,12
3324,2714,1,0
3325,2714,2,45
3329,2718,1,0
3330,2718,2,34
3333,2721,1,0
3334,2721,2,39
3338,2725,1,0
3339,2725,2,27
3341,2727,1,0
3342,2727,2,12
3344,2729,1,0
3345,2729,2,9
3347,2731,1,0
3348,2731,2,6
3349,2731,3,7
3354,2736,1,0
3355,2736,2,51
3356,2737,1,0
3357,2737,2,4
3358,2737,3,9
3361,2740,1,0
3362,2740,2,2
3365,2743,1,0
3366,2743,2,17
3367,2743,3,22
3368,2743,4,4
3374,2749,1,0
3375,2749,2,43
3377,2751,1,0
3378,2751,2,16
3379,2752,1,0
3380,2752,2,4
3383,2755,1,0
3384,2755,2,7
3385,2755,3,4
3386,2755,4,36
3388,2757,1,0
3389,2757,2,6
3395,2763,1,0
3396,2763,2,4
3397,2763,3,4
3398,2763,4,7
3401,2766,1,0
3402,2766,2,13
3405,2769,1,0
3406,2769,2,2
3421,2784,1,0
3422,2784,2,6
3427,2789,1,0
3428,2789,2,21
3433,2794,1,0
3434,2794,2,1
3435,2794,3,11
3445,2804,1,0
3446,2804,2,16
3447,2804,3,1
3449,2806,1,0
3450,2806,2,16
3451,2807,1,0
3452,2807,2,1
3457,2812,1,0
3458,2812,2,3
3460,2814,1,0
3461,2814,2,1
3464,2817,1,0
3465,2817,2,9
3467,2819,1,0
3468,2819,2,17
3470,2821,1,0
3471,2821,2,2
3472,2822,1,0
3473,2822,2,17
3474,2823,1,0
3475,2823,2,20
3476,2823,3,2
3478,2825,1,0
3479,2825,2,22
3489,2835,1,0
3490,2835,2,17
3491,2835,3,32
3492,2836,1,0
3493,2836,2,32
3496,2839,1,0
3497,2839,2,22
3501,2843,1,0
3502,2843,2,15
3509,2850,1,0
3510,2850,2,20
3516,2856,1,0
3517,2856,2,42
3518,2856,3,1
3521,2859,1,0
3522,2859,2,19
3525,2862,1,0
3526,2862,2,30
3532,2868,1,0
3533,2868,2,1
3546,2881,1,0
3547,2881,2,36
3557,2891,1,0
3558,2891,2,39
3559,2892,1,0
3560,2892,2,38
3562,2894,1,0
3563,2894,2,30
3580,2911,1,0
3581,2911,2,33
3582,2911,3,5
3585,2914,1,0
3586,2914,2,16
3588,2916,1,0
3589,2916,2,39
3594,2921,1,0
3595,2921,2,2
3602,2928,1,0
3603,2928,2,6
3604,2928,3,5
3605,2929,1,0
3606,2929,2,1
3613,2936,1,0
3614,2936,2,31
3624,2946,1,0
3625,2946,2,5
3626,2946,3,15
3636,2956,1,0
3637,2956,2,6
3640,2959,1,0
3641,2959,2,1
3642,2959,3,5
3645,2962,1,0
3646,2962,2,1
3647,2962,3,22
3658,2973,1,0
3659,2973,2,6
3660,2974,1,0
3661,2974,2,5
3662,2974,3,12
3663,2974,4,3
3665,2976,1,0
3666,2976,2,22
3676,2986,1,0
3677,2986,2,1
3683,2992,1,0
3684,2992,2,5
3685,2992,3,8
3686,2993,1,0
3687,2993,2,4
3688,2993,3,6
3694,2999,1,0
3695,2999,2,11
3697,3001,1,0
3698,3001,2,1
3699,3001,3,9
3701,3003,1,0
3702,3003,2,5
3704,3005,1,0
3705,3005,2,1
3706,3006,1,0
3707,3006,2,1
3708,3006,3,3
3709,3007,1,0
3710,3007,2,7
3711,3007,3,7
3712,3008,1,0
3713,3008,2,1
3714,3008,3,3
3715,3008,4,7
3719,3012,1,0
3720,3012,2,15
3726,3018,1,0
3727,3018,2,13
3739,3030,1,0
3740,3030,2,12
3741,3030,3,12
3742,3031,1,0
3743,3031,2,17
3764,3052,1,0
3765,3052,2,14
3774,3061,1,0
3775,3061,2,13
3783,3069,1,0
3784,3069,2,1
3785,3070,1,0
3786,3070,2,6
3787,3071,1,0
3788,3071,2,6
3789,3072,1,0
3790,3072,2,10
3791,3073,1,0
3792,3073,2,4
3808,3089,1,0
3809,3089,2,8
3819,3099,1,0
3820,3099,2,5
3825,3104,1,0
3826,3104,2,6
3827,3105,1,0
3828,3105,2,1
3829,3106,1,0
3830,3106,2,1
3831,3106,3,4
3832,3107,1,0
3833,3107,2,7
3835,3109,1,0
3836,3109,2,6
3838,3111,1,0
3839,3111,2,2
3840,3111,3,1
3841,3111,4,7
3843,3113,1,0
3844,3113,2,5
3845,3114,1,0
3846,3114,2,3
3847,3114,3,7
3860,3127,1,0
3861,3127,2,2
3867,3133,1,0
3868,3133,2,1
3871,3136,1,0
3872,3136,2,5
3885,3149,1,0
3886,3149,2,5
3887,3149,3,1
3898,3160,1,0
3899,3160,2,7
3900,3161,1,0
3901,3161,2,5
3904,3164,1,0
3905,3164,2,7
3906,3165,1,0
3907,3165,2,1
3909,3167,1,0
3910,3167,2,7
3912,3169,1,0
3913,3169,2,7
3940,3196,1,0
3941,3196,2,2
