1622,1317,2,10,1
1624,1319,1,0,1
1625,1319,2,6,1
1629,1323,1,0,1
1630,1323,2,31,1
1635,1328,1,0,1
1636,1328,2,25,1
1637,1328,3,9,1
1639,1330,1,0,1
1640,1330,2,17,1
1643,1333,1,0,1
1644,1333,2,7,1
1645,1334,1,0,1
1646,1334,2,21,1
1648,1336,1,0,1
1649,1336,2,23,1
1650,1336,3,28,1
1653,1339,1,0,1
1654,1339,2,1,0
1655,1339,3,18,1
1663,1347,1,0,1
1664,1347,2,26,1
1665,1347,3,17,1
1667,1349,1,0,1
1668,1349,2,1,0
1669,1349,3,33,1
1670,1350,1,0,1
1671,1350,2,41,1
1672,1350,3,1,0
1680,1358,1,0,1
1681,1358,2,5,1
1685,1362,1,0,1
1686,1362,2,17,1
1704,1380,1,0,1
1705,1380,2,3,0
1708,1383,1,0,1
1709,1383,2,2,0
1710,1383,3,2,0
1711,1384,1,0,1
1712,1384,2,9,1
1713,1384,3,4,0
1717,1388,1,0,1
1718,1388,2,1,0
1719,1388,3,1,0
1720,1388,4,1,0
1726,1394,1,0,1
1727,1394,2,33,1
1742,1409,1,0,1
1743,1409,2,4,0
1756,1422,1,0,1
1757,1422,2,3,0
1758,1422,3,16,1
1761,1425,1,0,1
1762,1425,2,33,1
1767,1430,1,0,1
1768,1430,2,23,1
1769,1431,1,0,1
1770,1431,2,38,1
1772,1433,1,0,1
1773,1433,2,26,1
1774,1433,3,23,1
1785,1444,1,0,1
1786,1444,2,39,1
1798,1456,1,0,1
1799,1456,2,4,0
1808,1465,1,0,1
1809,1465,2,33,1
1812,1468,1,0,1
1813,1468,2,43,1
1824,1479,1,0,1
1825,1479,2,10,1
1826,1480,1,0,1
1827,1480,2,2,0
1828,1481,1,0,1
1829,1481,2,1,0
1832,1484,1,0,1
1833,1484,2,6,1
1835,1486,1,0,1
1836,1486,2,4,0
1840,1490,1,0,1
1841,1490,2,20,1
1842,1490,3,23,1
1852,1500,1,0,1
1853,1500,2,37,1
1854,1501,1,0,1
1855,1501,2,7,1
1860,1506,1,0,1
1861,1506,2,5,1
1873,1518,1,0,1
1874,1518,2,1,0
1875,1519,1,0,1
1876,1519,2,10,1
1877,1520,1,0,1
1878,1520,2,14,1
1879,1520,3,18,1
1884,1525,1,0,1
1885,1525,2,1,0
1888,1528,1,0,1
1889,1528,2,22,1
1890,1528,3,13,1
1891,1528,4,8,1
1892,1528,5,6,1
1893,1528,6,7,1
1895,1530,1,0,1
1896,1530,2,4,0
1901,1535,1,0,1
1902,1535,2,1,0
1904,1537,1,0,1
1905,1537,2,12,1
1918,1550,1,0,1
1919,1550,2,14,1
1920,1551,1,0,1
1921,1551,2,9,1
1934,1564,1,0,1
1935,1564,2,36,1
1940,1569,1,0,1
1941,1569,2,1,0
1966,1594,1,0,1
1967,1594,2,49,1
1969,1596,1,0,1
1970,1596,2,19,1
1980,1606,1,0,1
1981,1606,2,26,1
1986,1611,1,0,1
1987,1611,2,23,1
1988,1611,3,2,0
1990,1613,1,0,1
1991,1613,2,3,0
1992,1613,3,20,1
1993,1614,1,0,1
1994,1614,2,5,1
1998,1618,1,0,1
1999,1618,2,22,1
2002,1621,1,0,1
2003,1621,2,3,0
2004,1621,3,6,1
2005,1621,4,14,1
2006,1621,5,6,1
2011,1626,1,0,1
2012,1626,2,20,1
2024,1638,1,0,1
2025,1638,2,23,1
2027,1640,1,0,1
2028,1640,2,2,0
2032,1644,1,0,1
2033,1644,2,4,0
2042,1653,1,0,1
2043,1653,2,20,1
2044,1654,1,0,1
2045,1654,2,5,1
2062,1671,1,0,1
2063,1671,2,1,0
2081,1689,1,0,1
2082,1689,2,9,1
2089,1696,1,0,1
2090,1696,2,1,0
2093,1699,1,0,1
2094,1699,2,3,0
2095,1699,3,4,1
2096,1700,1,0,1
2097,1700,2,1,0
2102,1705,1,0,1
2103,1705,2,17,1
2111,1713,1,0,1
2112,1713,2,2,0
2119,1720,1,0,1
2120,1720,2,11,1
2135,1735,1,0,1
2136,1735,2,25,1
2139,1738,1,0,1
2140,1738,2,4,0
2149,1747,1,0,1
2150,1747,2,40,1
2155,1752,1,0,1
2156,1752,2,21,1
2157,1753,1,0,1
2158,1753,2,38,1
2173,1768,1,0,1
2174,1768,2,1,0
2177,1771,1,0,1
2178,1771,2,4,0
2180,1773,1,0,1
2181,1773,2,36,1
2186,1778,1,0,1
2187,1778,2,9,1
2188,1778,3,27,1
2189,1778,4,7,1
2197,1786,1,0,1
2198,1786,2,15,1
2205,1793,1,0,1
2206,1793,2,30,1
2215,1802,1,0,1
2216,1802,2,6,1
2219,1805,1,0,1
2220,1805,2,27,1
2227,1812,1,0,1
2228,1812,2,25,1
2236,1820,1,0,1
2237,1820,2,12,1
2238,1820,3,3,0
2239,1821,1,0,1
2240,1821,2,9,1
2258,1839,1,0,1
2259,1839,2,13,1
2281,1861,1,0,1
2282,1861,2,21,1
2289,1868,1,0,1
2290,1868,2,5,1
2299,1877,1,0,1
2300,1877,2,7,1
2304,1881,1,0,1
2305,1881,2,8,1
2309,1885,1,0,1
2310,1885,2,23,1
2311,1886,1,0,1
2312,1886,2,40,1
2320,1894,1,0,1
2321,1894,2,12,1
2331,1904,1,0,1
2332,1904,2,1,0
2340,1912,1,0,1
2341,1912,2,15,1
2344,1915,1,0,1
2345,1915,2,4,0
2346,1915,3,2,1
2349,1918,1,0,1
2350,1918,2,11,1
2362,1930,1,0,1
2363,1930,2,2,0
2376,1943,1,0,1
2377,1943,2,13,1
2384,1950,1,0,1
2385,1950,2,12,1
2397,1962,1,0,1
2398,1962,2,8,1
2400,1964,1,0,1
2401,1964,2,21,1
2417,1980,1,0,1
2418,1980,2,21,1
2419,1980,3,10,1
2428,1989,1,0,1
2429,1989,2,17,1
2441,2001,1,0,1
2442,2001,2,5,1
2453,2012,1,0,1
2454,2012,2,5,1
2459,2017,1,0,1
2460,2017,2,2,0
2461,2017,3,3,1
2464,2020,1,0,1
2465,2020,2,11,1
2470,2025,1,0,1
2471,2025,2,28,1
2475,2029,1,0,1
2476,2029,2,6,1
2478,2031,1,0,1
2479,2031,2,40,1
2498,2050,1,0,1
2499,2050,2,1,0
2507,2058,1,0,1
2508,2058,2,1,0
2519,2069,1,0,1
2520,2069,2,6,1
2526,2075,1,0,1
2527,2075,2,6,1
2528,2076,1,0,1
2529,2076,2,7,1
2541,2088,1,0,1
2542,2088,2,12,1
2554,2100,1,0,1
2555,2100,2,1,0
2562,2107,1,0,1
2563,2107,2,18,1
2577,2121,1,0,1
2578,2121,2,42,1
2591,2134,1,0,1
2592,2134,2,34,1
2593,2135,1,0,1
2594,2135,2,1,0
2598,2139,1,0,1
2599,2139,2,1,0
2600,2140,1,0,1
2601,2140,2,15,1
2613,2152,1,0,1
2614,2152,2,1,0
2616,2154,1,0,1
2617,2154,2,19,1
2618,2154,3,22,1
2629,2165,1,0,1
2630,2165,2,7,1
2647,2182,1,0,1
2648,2182,2,43,1
2652,2186,1,0,1
2653,2186,2,37,1
2656,2189,1,0,1
2657,2189,2,6,1
2658,2189,3,15,1
2659,2190,1,0,1
2660,2190,2,3,0
2678,2208,1,0,1
2679,2208,2,41,1
2693,2222,1,0,1
2694,2222,2,26,1
2697,2225,1,0,1
2698,2225,2,28,1
2709,2236,1,0,1
2710,2236,2,19,1
2711,2236,3,17,1
2717,2242,1,0,1
2718,2242,2,10,1
2731,2255,1,0,1
2732,2255,2,7,1
2736,2259,1,0,1
2737,2259,2,16,1
2740,2262,1,0,1
2741,2262,2,13,1
2742,2262,3,9,1
2743,2263,1,0,1
2744,2263,2,17,1
2745,2264,1,0,1
2746,2264,2,21,1
2747,2264,3,4,0
2748,2264,4,2,1
2749,2264,5,6,1
2751,2266,1,0,1
2752,2266,2,34,1
2753,2266,3,12,1
2755,2268,1,0,1
2756,2268,2,3,0
2770,2282,1,0,1
2771,2282,2,7,1
2772,2282,3,9,1
2773,2282,4,14,1
2774,2283,1,0,1
2775,2283,2,28,1
2776,2283,3,13,1
2779,2286,1,0,1
2780,2286,2,6,1
2788,2294,1,0,1
2789,2294,2,48,1
2792,2297,1,0,1
2793,2297,2,1,0
2794,2297,3,5,1
2795,2297,4,19,1
2802,2304,1,0,1
2803,2304,2,25,1
2817,2318,1,0,1
2818,2318,2,31,1
2829,2329,1,0,1
2830,2329,2,8,1
2831,2329,3,21,1
2832,2329,4,7,1
2837,2334,1,0,1
2838,2334,2,7,1
2839,2335,1,0,1
2840,2335,2,1,0
2854,2349,1,0,1
2855,2349,2,7,1
2867,2361,1,0,1
2868,2361,2,10,1
2869,2362,1,0,1
2870,2362,2,9,1
2884,2376,1,0,1
2885,2376,2,22,1
2890,2381,1,0,1
2891,2381,2,40,1
2898,2388,1,0,1
2899,2388,2,1,0
2917,2406,1,0,1
2918,2406,2,6,1
2923,2411,1,0,1
2924,2411,2,12,1
2925,2412,1,0,1
2926,2412,2,42,1
2928,2414,1,0,1
2929,2414,2,22,1
2930,2414,3,24,1
2936,2420,1,0,1
2937,2420,2,13,1
2945,2428,1,0,1
2946,2428,2,11,1
2947,2429,1,0,1
2948,2429,2,4,0
2951,2432,1,0,1
2952,2432,2,40,1
2956,2436,1,0,1
2957,2436,2,31,1
2958,2436,3,24,1
2959,2437,1,0,1
2960,2437,2,53,1
2964,2441,1,0,1
2965,2441,2,23,1
2968,2444,1,0,1
2969,2444,2,27,1
2970,2444,3,14,1
2977,2451,1,0,1
2978,2451,2,10,1
2979,2451,3,21,1
2981,2453,1,0,1
2982,2453,2,51,1
2983,2453,3,2,0
3000,2470,1,0,1
3001,2470,2,24,1
3008,2477,1,0,1
3009,2477,2,7,1
3010,2477,3,2,0
3011,2478,1,0,1
3012,2478,2,13,1
3013,2478,3,25,1
3024,2489,1,0,1
3025,2489,2,29,1
3032,2496,1,0,1
3033,2496,2,18,1
3039,2502,1,0,1
3040,2502,2,2,0
3041,2503,1,0,1
3042,2503,2,7,1
3045,2506,1,0,1
3046,2506,2,9,1
3047,2506,3,9,1
3049,2508,1,0,1
3050,2508,2,25,1
3053,2511,1,0,1
3054,2511,2,2,0
3055,2512,1,0,1
3056,2512,2,8,1
3060,2516,1,0,1
3061,2516,2,4,0
3062,2516,3,20,1
3070,2524,1,0,1
3071,2524,2,2,0
3076,2529,1,0,1
3077,2529,2,16,1
3089,2541,1,0,1
3090,2541,2,24,1
3093,2544,1,0,1
3094,2544,2,8,1
3095,2544,3,5,1
3096,2544,4,4,0
3099,2547,1,0,1
3100,2547,2,25,1
3102,2549,1,0,1
3103,2549,2,6,1
3104,2550,1,0,1
3105,2550,2,6,1
3106,2551,1,0,1
3107,2551,2,7,1
3113,2557,1,0,1
3114,2557,2,13,1
3120,2563,1,0,1
3121,2563,2,7,1
3128,2570,1,0,1
3129,2570,2,14,1
3131,2572,1,0,1
3132,2572,2,26,1
3133,2573,1,0,1
3134,2573,2,4,0
3135,2573,3,9,1
3136,2573,4,8,1
3137,2573,5,7,1
3138,2573,6,15,1
3143,2578,1,0,1
3144,2578,2,8,1
3146,2580,1,0,1
3147,2580,2,1,0
3148,2581,1,0,1
3149,2581,2,38,1
3152,2584,1,0,1
3153,2584,2,13,1
3154,2585,1,0,1
3155,2585,2,30,1
3160,2590,1,0,1
3161,2590,2,28,1
3162,2590,3,15,1
3166,2594,1,0,1
3167,2594,2,27,1
3176,2603,1,0,1
3177,2603,2,3,0
3178,2603,3,2,1
3179,2603,4,13,1
3180,2603,5,24,1
3182,2605,1,0,1
3183,2605,2,46,1
3190,2612,1,0,1
3191,2612,2,3,0
3192,2612,3,9,1
3203,2623,1,0,1
3204,2623,2,45,1
3208,2627,1,0,1
3209,2627,2,4,0
3211,2629,1,0,1
3212,2629,2,4,0
3213,2629,3,3,1
3215,2631,1,0,1
3216,2631,2,9,1
3222,2637,1,0,1
3223,2637,2,38,1
3230,2644,1,0,1
3231,2644,2,17,1
3235,2648,1,0,1
3236,2648,2,17,1
3237,2648,3,22,1
3239,2650,1,0,1
3240,2650,2,2,0
3242,2652,1,0,1
3243,2652,2,10,1
3248,2657,1,0,1
3249,2657,2,10,1
3251,2659,1,0,1
3252,2659,2,2,0
3256,2663,1,0,1
3257,2663,2,12,1
3258,2663,3,30,1
3259,2663,4,12,1
3262,2666,1,0,1
3263,2666,2,4,0
3269,2672,1,0,1
3270,2672,2,3,0
3277,2679,1,0,1
3278,2679,2,3,0
3280,2681,1,0,1
3281,2681,2,36,1
3282,2681,3,12,1
3284,2683,1,0,1
3285,2683,2,34,1
3286,2684,1,0,1
3287,2684,2,2,0
3290,2687,1,0,1
3291,2687,2,7,1
3304,2700,1,0,1
3305,2700,2,13,1
3306,2700,3,14,1
3315,2709,1,0,1
3316,2709,2,3,0
3319,2712,1,0,1
3320,2712,2,17,1
3321,2712,3,11,1
3322,2712,4,12,1
3324,2714,1,0,1
3325,2714,2,45,1
3329,2718,1,0,1
3330,2718,2,34,1
3333,2721,1,0,1
3334,2721,2,39,1
3338,2725,1,0,1
3339,2725,2,27,1
3341,2727,1,0,1
3342,2727,2,12,1
3344,2729,1,0,1
3345,2729,2,9,1
3347,2731,1,0,1
3348,2731,2,6,1
3349,2731,3,7,1
3354,2736,1,0,1
3355,2736,2,51,1
3356,2737,1,0,1
3357,2737,2,4,0
3358,2737,3,9,1
3361,2740,1,0,1
3362,2740,2,2,0
3365,2743,1,0,1
3366,2743,2,17,1
3367,2743,3,22,1
3368,2743,4,4,0
3374,2749,1,0,1
3375,2749,2,43,1
3377,2751,1,0,1
3378,2751,2,16,1
3379,2752,1,0,1
3380,2752,2,4,0
3383,2755,1,0,1
3384,2755,2,7,1
3385,2755,3,4,0
3386,2755,4,36,1
3388,2757,1,0,1
3389,2757,2,6,1
3395,2763,1,0,1
3396,2763,2,4,0
3397,2763,3,4,1
3398,2763,4,7,1
3401,2766,1,0,1
3402,2766,2,13,1
3405,2769,1,0,1
3406,2769,2,2,0
3421,2784,1,0,1
3422,2784,2,6,1
3427,2789,1,0,1
3428,2789,2,21,1
3433,2794,1,0,1
3434,2794,2,1,0
3435,2794,3,11,1
3445,2804,1,0,1
3446,2804,2,16,1
3447,2804,3,1,0
3449,2806,1,0,1
3450,2806,2,16,1
3451,2807,1,0,1
3452,2807,2,1,0
3457,2812,1,0,1
3458,2812,2,3,0
3460,2814,1,0,1
3461,2814,2,1,0
3464,2817,1,0,1
3465,2817,2,9,1
3467,2819,1,0,1
3468,2819,2,17,1
3470,2821,1,0,1
3471,2821,2,2,0
3472,2822,1,0,1
3473,2822,2,17,1
3474,2823,1,0,1
3475,2823,2,20,1
3476,2823,3,2,0
3478,2825,1,0,1
3479,2825,2,22,1
3489,2835,1,0,1
3490,2835,2,17,1
3491,2835,3,32,1
3492,2836,1,0,1
3493,2836,2,32,1
3496,2839,1,0,1
3497,2839,2,22,1
3501,2843,1,0,1
3502,2843,2,15,1
3509,2850,1,0,1
3510,2850,2,20,1
3516,2856,1,0,1
3517,2856,2,42,1
3518,2856,3,1,0
3521,2859,1,0,1
3522,2859,2,19,1
3525,2862,1,0,1
3526,2862,2,30,1
3532,2868,1,0,1
3533,2868,2,1,0
3546,2881,1,0,1
3547,2881,2,36,1
3557,2891,1,0,1
3558,2891,2,39,1
3559,2892,1,0,1
3560,2892,2,38,1
3562,2894,1,0,1
3563,2894,2,30,1
3580,2911,1,0,1
3581,2911,2,33,1
3582,2911,3,5,1
3585,2914,1,0,1
3586,2914,2,16,1
3588,2916,1,0,1
3589,2916,2,39,1
3594,2921,1,0,1
3595,2921,2,2,0
3602,2928,1,0,1
3603,2928,2,6,1
3604,2928,3,5,1
3605,2929,1,0,1
3606,2929,2,1,0
3613,2936,1,0,1
3614,2936,2,31,1
3624,2946,1,0,1
3625,2946,2,5,1
3626,2946,3,15,1
3636,2956,1,0,1
3637,2956,2,6,1
3640,2959,1,0,1
3641,2959,2,1,0
3642,2959,3,5,1
3645,2962,1,0,1
3646,2962,2,1,0
3647,2962,3,22,1
3658,2973,1,0,1
3659,2973,2,6,1
3660,2974,1,0,1
3661,2974,2,5,1
3662,2974,3,12,1
3663,2974,4,3,0
3665,2976,1,0,1
3666,2976,2,22,1
3676,2986,1,0,1
3677,2986,2,1,0
3683,2992,1,0,1
3684,2992,2,5,1
3685,2992,3,8,1
3686,2993,1,0,1
3687,2993,2,4,0
3688,2993,3,6,1
3694,2999,1,0,1
3695,2999,2,11,1
3697,3001,1,0,1
3698,3001,2,1,0
3699,3001,3,9,1
3701,3003,1,0,1
3702,3003,2,5,1
3704,3005,1,0,1
3705,3005,2,1,0
3706,3006,1,0,1
3707,3006,2,1,0
3708,3006,3,3,0
